unit_id,native_id,kind,parent_unit_id,authored_xml_id,original_id,assembly_id,source_xpath,source_fragment_sha256,content_language,reader_routes,route_granularity,containing_unit_id
"""clp1:def_0_4_2-1-1-2-4-4""","""def_0_4_2-1-1-2-4-4""","""m""","""clp1:def_0_4_2-1-1-2-4""",null,"""def_0_4_2-1-1-2-4-4""","""def_0_4_2-1-1-2-4-4""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/m[3]""","""c1c95a086018199541c8fee57310cd822dd380ed52c2ed259834f196783366b8""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4""]","""containing_source_unit""","""clp1:def_0_4_2-1-1-2-4"""
"""clp1:def_0_4_2-1-1-2-4-5""","""def_0_4_2-1-1-2-4-5""","""md""","""clp1:def_0_4_2-1-1-2-4""",null,"""def_0_4_2-1-1-2-4-5""","""def_0_4_2-1-1-2-4-5""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/md""","""a48c497799a24cc48663b397f06264ac54351e90f35e3c7b7434a1bf8edce6db""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4-5""]","""exact_anchor""",null
"""clp1:def_0_4_2-1-1-2-4-5-1""","""def_0_4_2-1-1-2-4-5-1""","""mrow""","""clp1:def_0_4_2-1-1-2-4-5""",null,"""def_0_4_2-1-1-2-4-5-1""","""def_0_4_2-1-1-2-4-5-1""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/md/mrow[1]""","""e727512491650ba8d400afd7bbde9defa3599fd6a0894343cd382c425e1ee364""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4-5""]","""containing_source_unit""","""clp1:def_0_4_2-1-1-2-4-5"""
"""clp1:def_0_4_2-1-1-2-4-5-2""","""def_0_4_2-1-1-2-4-5-2""","""mrow""","""clp1:def_0_4_2-1-1-2-4-5""",null,"""def_0_4_2-1-1-2-4-5-2""","""def_0_4_2-1-1-2-4-5-2""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/md/mrow[2]""","""a74180840f2ab8dcdc80bf1f6bd081dbeb167a4b919f694855591a0ca8f68ad2""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4-5""]","""containing_source_unit""","""clp1:def_0_4_2-1-1-2-4-5"""
"""clp1:def_0_4_2-1-1-2-4-6""","""def_0_4_2-1-1-2-4-6""","""m""","""clp1:def_0_4_2-1-1-2-4""",null,"""def_0_4_2-1-1-2-4-6""","""def_0_4_2-1-1-2-4-6""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/m[4]""","""e63a4c740873941995046085646e150c5f43d7f3d97872a5a0c853fb98a9e9d7""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4""]","""containing_source_unit""","""clp1:def_0_4_2-1-1-2-4"""
"""clp1:def_0_4_2-1-1-2-4-7""","""def_0_4_2-1-1-2-4-7""","""m""","""clp1:def_0_4_2-1-1-2-4""",null,"""def_0_4_2-1-1-2-4-7""","""def_0_4_2-1-1-2-4-7""","""/pretext/book/chapter[1]/section[4]/introduction/definition[2]/statement/p/ul/li[4]/m[5]""","""0ee6b8756e4cfe8193a306518dcd85cf842a3e841fb14357b83fb1d2f7760c12""","""en""","[""sec_0_4.html#def_0_4_2-1-1-2-4""]","""containing_source_unit""","""clp1:def_0_4_2-1-1-2-4"""
"""clp1:eg_0_4_1""","""eg_0_4_1""","""example""","""clp1:sec_0_4-2""","""eg_0_4_1""","""eg_0_4_1""","""eg_0_4_1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]""","""528b1071bdd0323600c53f5378c011afcb4521332b1233a59f09479d2376c517""","""en""","[""sec_0_4.html#eg_0_4_1""]","""exact_anchor""",null
"""clp1:eg_0_4_1-1""","""eg_0_4_1-1""","""title""","""clp1:eg_0_4_1""",null,"""eg_0_4_1-1""","""eg_0_4_1-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/title""","""222606270ec68de69d31f8e9d83f7c6aee802f094afe4986177005c56c0c85df""","""en""","[""sec_0_4.html#eg_0_4_1""]","""containing_source_unit""","""clp1:eg_0_4_1"""
"""clp1:eg_0_4_1-2""","""eg_0_4_1-2""","""p""","""clp1:eg_0_4_1""",null,"""eg_0_4_1-2""","""eg_0_4_1-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p""","""ec6c05a006ca382c4e4b8d0e77cc2c3ecf160733e9a9000b338f3accc94b5017""","""en""","[""sec_0_4.html#eg_0_4_1-2""]","""exact_anchor""",null
"""clp1:eg_0_4_1-2-1""","""eg_0_4_1-2-1""","""q""","""clp1:eg_0_4_1-2""",null,"""eg_0_4_1-2-1""","""eg_0_4_1-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/q""","""807eee612bdd20bfa0c655fe30d63520e7daa2ec6ef7c5a855bf9aa90a7a1bca""","""en""","[""sec_0_4.html#eg_0_4_1-2""]","""containing_source_unit""","""clp1:eg_0_4_1-2"""
"""clp1:eg_0_4_1-2-2""","""eg_0_4_1-2-2""","""ul""","""clp1:eg_0_4_1-2""",null,"""eg_0_4_1-2-2""","""eg_0_4_1-2-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul""","""884d23093235fb82e2b4c6c8ff5be803d9e26dcb3aaac67893e38395790a7b5e""","""en""","[""sec_0_4.html#eg_0_4_1-2-2""]","""exact_anchor""",null
"""clp1:eg_0_4_1-2-2-1""","""eg_0_4_1-2-2-1""","""li""","""clp1:eg_0_4_1-2-2""",null,"""eg_0_4_1-2-2-1""","""eg_0_4_1-2-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[1]""","""58d0142431ced1899bb742581821e462e61788f75727f50b6cae63ededbcecdd""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-1""]","""exact_anchor""",null
"""clp1:eg_0_4_1-2-2-1-1""","""eg_0_4_1-2-2-1-1""","""m""","""clp1:eg_0_4_1-2-2-1""",null,"""eg_0_4_1-2-2-1-1""","""eg_0_4_1-2-2-1-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[1]/m""","""c8fda207bbc3f9880311b8df22427341b9cb0fb7d0ee7da9f3c9ff075465aa71""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-1""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-1"""
"""clp1:eg_0_4_1-2-2-2""","""eg_0_4_1-2-2-2""","""li""","""clp1:eg_0_4_1-2-2""",null,"""eg_0_4_1-2-2-2""","""eg_0_4_1-2-2-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[2]""","""40eaf494e571c410d2257a5b953e8d6913d6544509302ce34711669acdbca276""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-2""]","""exact_anchor""",null
"""clp1:eg_0_4_1-2-2-2-1""","""eg_0_4_1-2-2-2-1""","""m""","""clp1:eg_0_4_1-2-2-2""",null,"""eg_0_4_1-2-2-2-1""","""eg_0_4_1-2-2-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[2]/m""","""59c9277d6320ec0959896b4f1c5ea11a73efbbd357a9383d6579ad64d6ab0a09""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-2""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-2"""
"""clp1:eg_0_4_1-2-2-3""","""eg_0_4_1-2-2-3""","""li""","""clp1:eg_0_4_1-2-2""",null,"""eg_0_4_1-2-2-3""","""eg_0_4_1-2-2-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[3]""","""d8bf1e7a30e9aef93275ab554810804004ac53c2e17ded4f6f1fd90d070f72e1""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-3""]","""exact_anchor""",null
"""clp1:eg_0_4_1-2-2-3-1""","""eg_0_4_1-2-2-3-1""","""m""","""clp1:eg_0_4_1-2-2-3""",null,"""eg_0_4_1-2-2-3-1""","""eg_0_4_1-2-2-3-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[3]/m[1]""","""3ff9623274aad1102b7c70ef966554299c287b764b1a8c8cafd0992e71f52c19""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-3""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-3"""
"""clp1:eg_0_4_1-2-2-3-2""","""eg_0_4_1-2-2-3-2""","""mdash""","""clp1:eg_0_4_1-2-2-3""",null,"""eg_0_4_1-2-2-3-2""","""eg_0_4_1-2-2-3-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[3]/mdash""","""b0849fd0f71b1f621ba42e9f2ce9697158676a14e5ea67a474e98f8f267f3937""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-3""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-3"""
"""clp1:eg_0_4_1-2-2-3-3""","""eg_0_4_1-2-2-3-3""","""m""","""clp1:eg_0_4_1-2-2-3""",null,"""eg_0_4_1-2-2-3-3""","""eg_0_4_1-2-2-3-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[3]/m[2]""","""5c003ffa40db74d827c188c969cf3a06767e36f477a82db15fc3b125dd98c8dc""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-3""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-3"""
"""clp1:eg_0_4_1-2-2-3-4""","""eg_0_4_1-2-2-3-4""","""m""","""clp1:eg_0_4_1-2-2-3""",null,"""eg_0_4_1-2-2-3-4""","""eg_0_4_1-2-2-3-4""","""/pretext/book/chapter[1]/section[4]/introduction/example[1]/p/ul/li[3]/m[3]""","""4412b6e8186f153af8172a459f1da523a14c402b95c3c872deb63984470d4096""","""en""","[""sec_0_4.html#eg_0_4_1-2-2-3""]","""containing_source_unit""","""clp1:eg_0_4_1-2-2-3"""
"""clp1:eg_0_4_2""","""eg_0_4_2""","""example""","""clp1:sec_0_4-2""","""eg_0_4_2""","""eg_0_4_2""","""eg_0_4_2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]""","""4f84b1ae72949521f43e66fcab7384331c1f04606a02e09d6ec8b935a9cc00d2""","""en""","[""sec_0_4.html#eg_0_4_2""]","""exact_anchor""",null
"""clp1:eg_0_4_2-1""","""eg_0_4_2-1""","""title""","""clp1:eg_0_4_2""",null,"""eg_0_4_2-1""","""eg_0_4_2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/title""","""2fef540632b7a07ce8e3c26d5379f830b9ea87f087d856997358ed4385c4c1f9""","""en""","[""sec_0_4.html#eg_0_4_2""]","""containing_source_unit""","""clp1:eg_0_4_2"""
"""clp1:eg_0_4_2-2""","""eg_0_4_2-2""","""p""","""clp1:eg_0_4_2""",null,"""eg_0_4_2-2""","""eg_0_4_2-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]""","""7fbda7d89711a06c14db0dd16d5ac9bd44cf3dd6e891371dd9b29d0bb431e6e8""","""en""","[""sec_0_4.html#eg_0_4_2-2""]","""exact_anchor""",null
"""clp1:eg_0_4_2-2-1""","""eg_0_4_2-2-1""","""mdash""","""clp1:eg_0_4_2-2""",null,"""eg_0_4_2-2-1""","""eg_0_4_2-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/mdash""","""13c40e41c4b49b6dbe0c2deecde09fd2e325d5983655ea2d994e754ffc2f6721""","""en""","[""sec_0_4.html#eg_0_4_2-2""]","""containing_source_unit""","""clp1:eg_0_4_2-2"""
"""clp1:eg_0_4_2-2-2""","""eg_0_4_2-2-2""","""m""","""clp1:eg_0_4_2-2""",null,"""eg_0_4_2-2-2""","""eg_0_4_2-2-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/m[1]""","""aabc07c304760ac9f76403eea51380991c8eeabea3cbec14bd1e06a31498a4c8""","""en""","[""sec_0_4.html#eg_0_4_2-2""]","""containing_source_unit""","""clp1:eg_0_4_2-2"""
"""clp1:eg_0_4_2-2-3""","""eg_0_4_2-2-3""","""m""","""clp1:eg_0_4_2-2""",null,"""eg_0_4_2-2-3""","""eg_0_4_2-2-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/m[2]""","""91b031b8efab984457f7b29711901757d0fa93beab99b228caf8b2977aa58b9a""","""en""","[""sec_0_4.html#eg_0_4_2-2""]","""containing_source_unit""","""clp1:eg_0_4_2-2"""
"""clp1:eg_0_4_2-2-4""","""eg_0_4_2-2-4""","""ul""","""clp1:eg_0_4_2-2""",null,"""eg_0_4_2-2-4""","""eg_0_4_2-2-4""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/ul""","""00b49f340eb1a91b39c1faed8577267a96653cfc439205d2ed29fe94f38ffd56""","""en""","[""sec_0_4.html#eg_0_4_2-2-4""]","""exact_anchor""",null
"""clp1:eg_0_4_2-2-4-1""","""eg_0_4_2-2-4-1""","""li""","""clp1:eg_0_4_2-2-4""",null,"""eg_0_4_2-2-4-1""","""eg_0_4_2-2-4-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/ul/li[1]""","""93ffb5bc666dad8bf870ea551e47daec88b9a1899963dc27773e627267ecd04a""","""en""","[""sec_0_4.html#eg_0_4_2-2-4-1""]","""exact_anchor""",null
"""clp1:eg_0_4_2-2-4-2""","""eg_0_4_2-2-4-2""","""li""","""clp1:eg_0_4_2-2-4""",null,"""eg_0_4_2-2-4-2""","""eg_0_4_2-2-4-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/ul/li[2]""","""35a6bd9d3fa90c38c72571482af8be97ce143a5b284c5483a2f0a74dd3db26db""","""en""","[""sec_0_4.html#eg_0_4_2-2-4-2""]","""exact_anchor""",null
"""clp1:eg_0_4_2-2-4-2-1""","""eg_0_4_2-2-4-2-1""","""m""","""clp1:eg_0_4_2-2-4-2""",null,"""eg_0_4_2-2-4-2-1""","""eg_0_4_2-2-4-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[1]/ul/li[2]/m""","""acb625315c9c75784bc16ca47b70fb88bb3de3330af6a59aafc55c5c9b1a8050""","""en""","[""sec_0_4.html#eg_0_4_2-2-4-2""]","""containing_source_unit""","""clp1:eg_0_4_2-2-4-2"""
"""clp1:eg_0_4_2-3""","""eg_0_4_2-3""","""p""","""clp1:eg_0_4_2""",null,"""eg_0_4_2-3""","""eg_0_4_2-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]""","""f82cb41344cfba6d31ca718232d07a6493fda92a140e536972d2d0c7fd2c7480""","""en""","[""sec_0_4.html#eg_0_4_2-3""]","""exact_anchor""",null
"""clp1:eg_0_4_2-3-1""","""eg_0_4_2-3-1""","""mdash""","""clp1:eg_0_4_2-3""",null,"""eg_0_4_2-3-1""","""eg_0_4_2-3-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/mdash""","""d144d9ec2f9f9fff055256592a71c6f879a3add52c2153989ca74d9e5d82c211""","""en""","[""sec_0_4.html#eg_0_4_2-3""]","""containing_source_unit""","""clp1:eg_0_4_2-3"""
"""clp1:eg_0_4_2-3-2""","""eg_0_4_2-3-2""","""m""","""clp1:eg_0_4_2-3""",null,"""eg_0_4_2-3-2""","""eg_0_4_2-3-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/m[1]""","""fe545c315a55f74ae94d3b39a47df93ac01ff38dbc08fb1fe76660b3b49ce1d7""","""en""","[""sec_0_4.html#eg_0_4_2-3""]","""containing_source_unit""","""clp1:eg_0_4_2-3"""
"""clp1:eg_0_4_2-3-3""","""eg_0_4_2-3-3""","""m""","""clp1:eg_0_4_2-3""",null,"""eg_0_4_2-3-3""","""eg_0_4_2-3-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/m[2]""","""38770b47f62281370174a5c729023476ab1e2c536970a24f342655aaca7f32bb""","""en""","[""sec_0_4.html#eg_0_4_2-3""]","""containing_source_unit""","""clp1:eg_0_4_2-3"""
"""clp1:eg_0_4_2-3-4""","""eg_0_4_2-3-4""","""ul""","""clp1:eg_0_4_2-3""",null,"""eg_0_4_2-3-4""","""eg_0_4_2-3-4""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/ul""","""9ea8ca85ef86fe690e32fe98a93653f097b5753cb553664052540f9695274616""","""en""","[""sec_0_4.html#eg_0_4_2-3-4""]","""exact_anchor""",null
"""clp1:eg_0_4_2-3-4-1""","""eg_0_4_2-3-4-1""","""li""","""clp1:eg_0_4_2-3-4""",null,"""eg_0_4_2-3-4-1""","""eg_0_4_2-3-4-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/ul/li[1]""","""d8925a59b1ac29daf461ec56c9296ba291daeab5fd1e96a666ef5528828ee8fb""","""en""","[""sec_0_4.html#eg_0_4_2-3-4-1""]","""exact_anchor""",null
"""clp1:eg_0_4_2-3-4-1-1""","""eg_0_4_2-3-4-1-1""","""m""","""clp1:eg_0_4_2-3-4-1""",null,"""eg_0_4_2-3-4-1-1""","""eg_0_4_2-3-4-1-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/ul/li[1]/m""","""c4fedc04bc526ec71e7dfb11d7feb47c89e77c83c3d1c31acf6cd81196061098""","""en""","[""sec_0_4.html#eg_0_4_2-3-4-1""]","""containing_source_unit""","""clp1:eg_0_4_2-3-4-1"""
"""clp1:eg_0_4_2-3-4-2""","""eg_0_4_2-3-4-2""","""li""","""clp1:eg_0_4_2-3-4""",null,"""eg_0_4_2-3-4-2""","""eg_0_4_2-3-4-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/ul/li[2]""","""410e407143cafe48658ac99cebb2f60e4aedee173e498ae7b8c075eea44fea50""","""en""","[""sec_0_4.html#eg_0_4_2-3-4-2""]","""exact_anchor""",null
"""clp1:eg_0_4_2-3-4-2-1""","""eg_0_4_2-3-4-2-1""","""m""","""clp1:eg_0_4_2-3-4-2""",null,"""eg_0_4_2-3-4-2-1""","""eg_0_4_2-3-4-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[2]/p[2]/ul/li[2]/m""","""30480b47d03301dc0bad20ae94b001cf54ffe5e33cc2dd7b70be7f802599cead""","""en""","[""sec_0_4.html#eg_0_4_2-3-4-2""]","""containing_source_unit""","""clp1:eg_0_4_2-3-4-2"""
"""clp1:eg_piecewise""","""eg_piecewise""","""example""","""clp1:sec_0_4-2""","""eg_piecewise""","""eg_piecewise""","""eg_piecewise""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]""","""d9df8afbb114e0aa3debe3128e48c57f93b4f6225b461de0643fe5f126f5fe93""","""en""","[""sec_0_4.html#eg_piecewise""]","""exact_anchor""",null
"""clp1:eg_piecewise-1""","""eg_piecewise-1""","""title""","""clp1:eg_piecewise""",null,"""eg_piecewise-1""","""eg_piecewise-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/title""","""81c2e08e80db15e9fdc4c14ac1bb19a3afc22759ca3d2f76e16ffc27234b2374""","""en""","[""sec_0_4.html#eg_piecewise""]","""containing_source_unit""","""clp1:eg_piecewise"""
"""clp1:eg_piecewise-2""","""eg_piecewise-2""","""p""","""clp1:eg_piecewise""",null,"""eg_piecewise-2""","""eg_piecewise-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p""","""86b68a7f1d60bb3b27d5a49bafff42be2eb569adfbb7e465396de959ab3684da""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""exact_anchor""",null
"""clp1:eg_piecewise-2-1""","""eg_piecewise-2-1""","""md""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-1""","""eg_piecewise-2-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/md""","""a5c2ab222404a245dc519a3be2c482631751ee4894872a0fa5af6ff3365d3ca3""","""en""","[""sec_0_4.html#eg_piecewise-2-1""]","""exact_anchor""",null
"""clp1:eg_piecewise-2-1-1""","""eg_piecewise-2-1-1""","""mrow""","""clp1:eg_piecewise-2-1""",null,"""eg_piecewise-2-1-1""","""eg_piecewise-2-1-1""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/md/mrow[1]""","""03905914bf279dcbfee11f73cdc2d99603dbb3b7b954d94145d91b877dcbd6bf""","""en""","[""sec_0_4.html#eg_piecewise-2-1""]","""containing_source_unit""","""clp1:eg_piecewise-2-1"""
"""clp1:eg_piecewise-2-1-2""","""eg_piecewise-2-1-2""","""mrow""","""clp1:eg_piecewise-2-1""",null,"""eg_piecewise-2-1-2""","""eg_piecewise-2-1-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/md/mrow[2]""","""64c8013edb46f954c9b67ed37abfbc5f6d2b7825d600c30f608d195d56ffdcfc""","""en""","[""sec_0_4.html#eg_piecewise-2-1""]","""containing_source_unit""","""clp1:eg_piecewise-2-1"""
"""clp1:eg_piecewise-2-2""","""eg_piecewise-2-2""","""q""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-2""","""eg_piecewise-2-2""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/q""","""0f3958db99db07b655b9e5a05c7f96d3c2be3e240ed72317e4faddbbe81b0630""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""containing_source_unit""","""clp1:eg_piecewise-2"""
"""clp1:eg_piecewise-2-3""","""eg_piecewise-2-3""","""mdash""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-3""","""eg_piecewise-2-3""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/mdash""","""6490b7f0ec4217c109caff9ccc548151d06bd75a64fba017c9e18f278ea97b73""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""containing_source_unit""","""clp1:eg_piecewise-2"""
"""clp1:eg_piecewise-2-4""","""eg_piecewise-2-4""","""m""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-4""","""eg_piecewise-2-4""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/m[1]""","""c4fdecb8f3d60bb019e5a93d899c0591b376f7f39f92626e760d1ea1323aa7e3""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""containing_source_unit""","""clp1:eg_piecewise-2"""
"""clp1:eg_piecewise-2-5""","""eg_piecewise-2-5""","""m""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-5""","""eg_piecewise-2-5""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/m[2]""","""90f480833c74efe2e4fc80ab79771d10e9c7de8d6323a91b0946c494c9db8694""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""containing_source_unit""","""clp1:eg_piecewise-2"""
"""clp1:eg_piecewise-2-6""","""eg_piecewise-2-6""","""m""","""clp1:eg_piecewise-2""",null,"""eg_piecewise-2-6""","""eg_piecewise-2-6""","""/pretext/book/chapter[1]/section[4]/introduction/example[3]/p/m[3]""","""e2eec884cc231923c0eaff345272e2f3a16278fb7d055284b19dfc839ae084b3""","""en""","[""sec_0_4.html#eg_piecewise-2""]","""containing_source_unit""","""clp1:eg_piecewise-2"""
"""clp1:sec_0_4-2-15""","""sec_0_4-2-15""","""p""","""clp1:sec_0_4-2""",null,"""sec_0_4-2-15""","""sec_0_4-2-15""","""/pretext/book/chapter[1]/section[4]/introduction/p[9]""","""c7fa0e43034f998c74550fb77636f5349236d9cb606e384a1101f9db68337292""","""en""","[""sec_0_4.html#sec_0_4-2-15""]","""exact_anchor""",null
"""clp1:sec_0_4-2-15-1""","""sec_0_4-2-15-1""","""m""","""clp1:sec_0_4-2-15""",null,"""sec_0_4-2-15-1""","""sec_0_4-2-15-1""","""/pretext/book/chapter[1]/section[4]/introduction/p[9]/m""","""256d789437e82ccdce3117b428973d2d6c7f6c0bb7715e9013b5a3fe002c383f""","""en""","[""sec_0_4.html#sec_0_4-2-15""]","""containing_source_unit""","""clp1:sec_0_4-2-15"""
"""clp1:sec_parsing""","""sec_parsing""","""section""","""clp1:chap_basics""","""sec_parsing""","""sec_parsing""","""sec_parsing""","""/pretext/book/chapter[1]/section[5]""","""057bd4256c4418372a23bd9552fb24ebb1aadc53197099ec695778f6991bac77""","""en""","[""sec_parsing.html#sec_parsing""]","""exact_anchor""",null
"""clp1:sec_parsing-1""","""sec_parsing-1""","""title""","""clp1:sec_parsing""",null,"""sec_parsing-1""","""sec_parsing-1""","""/pretext/book/chapter[1]/section[5]/title""","""8d21f1ed993cde7c089da1d1bdc9464a89aeb09f9280d247b8d8f5d43413a653""","""en""","[""sec_parsing.html#sec_parsing""]","""containing_source_unit""","""clp1:sec_parsing"""
"""clp1:sec_parsing-2""","""sec_parsing-2""","""introduction""","""clp1:sec_parsing""",null,"""sec_parsing-2""","""sec_parsing-2""","""/pretext/book/chapter[1]/section[5]/introduction""","""cba47d6fdb362bb1b57f1083b137f77fd0b7ff85fa6349665922c7ed32f7ed72""","""en""","[""sec_parsing.html#sec_parsing-2""]","""exact_anchor""",null
"""clp1:sec_parsing-2-1""","""sec_parsing-2-1""","""p""","""clp1:sec_parsing-2""",null,"""sec_parsing-2-1""","""sec_parsing-2-1""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]""","""4f833e8137d7a8f96c2e899c3d0e4ab734c36ea241c649d8621334a1b943596d""","""en""","[""sec_parsing.html#sec_parsing-2-1""]","""exact_anchor""",null
"""clp1:sec_parsing-2-1-1""","""sec_parsing-2-1-1""","""md""","""clp1:sec_parsing-2-1""",null,"""sec_parsing-2-1-1""","""sec_parsing-2-1-1""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]/md[1]""","""5fb301ebcf44a38dfe9974bd48dc69f720aafd664ac59c8d05f0fb1014ede503""","""en""","[""sec_parsing.html#sec_parsing-2-1-1""]","""exact_anchor""",null
"""clp1:sec_parsing-2-1-1-1""","""sec_parsing-2-1-1-1""","""mrow""","""clp1:sec_parsing-2-1-1""",null,"""sec_parsing-2-1-1-1""","""sec_parsing-2-1-1-1""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]/md[1]/mrow""","""1540cfbf6031411ed07612573ff91fb57a016087ec4f8f5779094268d2b0e680""","""en""","[""sec_parsing.html#sec_parsing-2-1-1""]","""containing_source_unit""","""clp1:sec_parsing-2-1-1"""
"""clp1:sec_parsing-2-1-2""","""sec_parsing-2-1-2""","""mdash""","""clp1:sec_parsing-2-1""",null,"""sec_parsing-2-1-2""","""sec_parsing-2-1-2""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]/mdash""","""8ebb5dbf34423540be5ae68dbba8af7a55a3fa885396c383573591ddf01583c4""","""en""","[""sec_parsing.html#sec_parsing-2-1""]","""containing_source_unit""","""clp1:sec_parsing-2-1"""
"""clp1:sec_parsing-2-1-3""","""sec_parsing-2-1-3""","""m""","""clp1:sec_parsing-2-1""",null,"""sec_parsing-2-1-3""","""sec_parsing-2-1-3""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]/m""","""c19fb97945c802970ba436321746f9485a737958d63a34284b91c77a6dfbce2f""","""en""","[""sec_parsing.html#sec_parsing-2-1""]","""containing_source_unit""","""clp1:sec_parsing-2-1"""
"""clp1:sec_parsing-2-1-4""","""sec_parsing-2-1-4""","""md""","""clp1:sec_parsing-2-1""",null,"""sec_parsing-2-1-4""","""sec_parsing-2-1-4""","""/pretext/book/chapter[1]/section[5]/introduction/p[1]/md[2]""","""663fc8f11e47071145e04e43c39811ea469590fe8e67467933023550bcd00238""","""en""","[""sec_parsing.html#sec_parsing-2-1-4""]","""exact_anchor""",null
